Match,Team,Alliance,Scouter,Auto Fuel,Auto Mobility,Auto Climb,Balls/Sec,Accuracy %,Field Zone,Endgame Climb,Defense Rating,Driver Rating,Played Defense,Notes,Timestamp
8,8767,Red,Liz,90,Yes,None,6,60,Trench,None,3,3,Yes,"Got penalty",2026-04-03T18:43:45.294Z
